CAT_1_Freq,CAT_2_Freq,CAT_3_Freq,Next_Question
0.48369565200000003,0.39130434799999997,0.125,1
0.316582915,0.286432161,0.396984925,2
0.267175573,0.534351145,0.198473282,1
0.52173913,0.41739130399999996,0.060869565,1
0.47692307700000003,0.446153846,0.076923077,1
0.489795918,0.020408163,0.489795918,1
0.19375,0.2,0.60625,2
0.007518797,0.353383459,0.639097744,2
0.5555555560000001,0.34920634899999997,0.095238095,1
0.127118644,0.45762711899999997,0.415254237,1
0.130434783,0.21739130399999998,0.6521739129999999,3
0.021582734,0.39568345299999996,0.5827338129999999,1
0.091666667,0.225,0.683333333,2
0.42276422799999996,0.21138211399999998,0.365853659,1
0.027272727000000004,0.554545455,0.418181818,1
0.09876543199999999,0.351851852,0.549382716,3
0.318181818,0.435064935,0.24675324699999998,3
0.303030303,0.206060606,0.490909091,1
0.333333333,0.33950617299999997,0.32716049399999997,2
0.169590643,0.263157895,0.567251462,2
0.109090909,0.418181818,0.47272727299999995,2
0.13924050599999999,0.46835443,0.39240506299999994,1
0.46039604,0.277227723,0.262376238,1
0.25210084,0.731092437,0.016806723,1
0.6415094339999999,0.132075472,0.22641509399999998,1
0.10576923099999999,0.596153846,0.298076923,1
0.3,0.184615385,0.515384615,1
0.172413793,0.540229885,0.287356322,1
0.356862745,0.298039216,0.34509803899999997,1
0.035714286,0.589285714,0.375,2
0.109090909,0.690909091,0.2,1
0.22972973,0.18918918899999998,0.581081081,2
0.297297297,0.175675676,0.527027027,1
0.294736842,0.010526316,0.6947368420000001,3
0.535947712,0.20261437899999998,0.261437908,1
0.293706294,0.47552447600000003,0.23076923100000002,1
0.689655172,0.229885057,0.08045977,1
0.213483146,0.23033707899999997,0.556179775,2
0.311377246,0.407185629,0.28143712600000004,1
0.22448979600000002,0.387755102,0.387755102,1
0.145631068,0.436893204,0.417475728,1
0.166666667,0.7777777779999999,0.055555556,1
0.75,0.125,0.125,2
0.477987421,0.06918239,0.452830189,1
0.45212766,0.026595745,0.521276596,2
0.20143884899999998,0.107913669,0.690647482,2
0.598802395,0.017964072,0.38323353299999996,2
0.127819549,0.69924812,0.17293233100000002,2
0.448598131,0.065420561,0.48598130799999995,2
0.39906103299999995,0.262910798,0.338028169,2
0.149171271,0.303867403,0.546961326,1
0.177777778,0.5555555560000001,0.26666666699999997,1
0.0125,0.575,0.4125,1
0.5320512820000001,0.35256410299999996,0.115384615,1
0.375,0.566666667,0.058333333,1
0.76,0.026666667,0.213333333,1
0.291187739,0.356321839,0.352490421,1
0.222222222,0.314814815,0.46296296299999995,2
0.140495868,0.7190082640000001,0.140495868,1
0.32673267300000003,0.118811881,0.554455446,2
0.6338028170000001,0.29577464800000003,0.070422535,1
0.276595745,0.425531915,0.29787234,2
0.10975609800000001,0.487804878,0.402439024,1
0.458823529,0.188235294,0.352941176,1
0.571428571,0.17857142899999998,0.25,3
0.25949367100000004,0.5632911389999999,0.17721519,1
0.283333333,0.6083333329999999,0.108333333,1
0.34741784,0.19248826300000002,0.46009389700000003,1
0.113772455,0.311377246,0.574850299,3
0.073033708,0.38202247200000006,0.54494382,1
0.480446927,0.335195531,0.18435754199999999,1
0.317829457,0.36046511600000003,0.321705426,3
0.05,0.49,0.46,3
0.117647059,0.661764706,0.220588235,1
0.449275362,0.09661835699999999,0.45410628,1
0.08720930199999999,0.424418605,0.48837209299999995,1
0.451456311,0.165048544,0.383495146,1
0.054945055,0.7142857140000001,0.23076923100000002,1
0.014492753999999998,0.427536232,0.5579710139999999,3
0.22147651,0.25503355699999997,0.523489933,2
0.26388888899999996,0.5694444439999999,0.166666667,1
0.414814815,0.311111111,0.274074074,1
0.056603774,0.330188679,0.613207547,1
0.320197044,0.487684729,0.192118227,1
0.464052288,0.117647059,0.418300654,1
0.322916667,0.552083333,0.125,1
0.32394366199999997,0.64084507,0.035211268,1
0.14150943400000002,0.622641509,0.235849057,1
0.21052631600000002,0.7142857140000001,0.07518797,1
0.414746544,0.25345622100000004,0.331797235,1
0.371040724,0.36199095,0.26696832600000003,1
0.126436782,0.413793103,0.459770115,1
0.111111111,0.302469136,0.5864197529999999,2
0.136986301,0.849315068,0.01369863,1
0.419689119,0.191709845,0.388601036,2
0.37378640799999996,0.276699029,0.34951456299999994,1
0.237837838,0.372972973,0.389189189,2
0.53125,0.0703125,0.3984375,1
0.318471338,0.324840764,0.35668789799999995,1
0.321428571,0.33928571399999996,0.33928571399999996,1
0.292307692,0.42051282100000004,0.287179487,1
0.071428571,0.380952381,0.5476190479999999,2
0.78,0.12,0.1,1
0.217948718,0.33974359,0.44230769200000003,1
0.271428571,0.071428571,0.6571428570000001,2
0.7615384620000001,0.069230769,0.16923076899999998,1
0.516556291,0.45695364200000005,0.026490066,1
0.115044248,0.831858407,0.053097345,1
0.406698565,0.311004785,0.282296651,1
0.566176471,0.294117647,0.139705882,1
0.16964285699999998,0.071428571,0.7589285709999999,2
0.329842932,0.261780105,0.408376963,1
0.060606060999999996,0.181818182,0.757575758,2
0.426540284,0.241706161,0.331753555,2
0.6,0.381818182,0.018181818,1
0.4125,0.1375,0.45,2
0.465909091,0.352272727,0.181818182,1
0.14516129,0.408602151,0.446236559,3
0.321052632,0.468421053,0.21052631600000002,2
0.41314554,0.253521127,0.333333333,2
0.046979865999999995,0.302013423,0.651006711,1
0.188679245,0.037735849,0.773584906,2
0.404761905,0.36190476200000005,0.233333333,2
0.166666667,0.234848485,0.598484848,1
0.678899083,0.13761467900000002,0.183486239,2
0.084210526,0.468421053,0.447368421,1
0.35757575799999997,0.26666666699999997,0.37575757600000004,1
0.508474576,0.118644068,0.372881356,1
0.087837838,0.574324324,0.33783783799999995,3
0.220183486,0.41284403700000005,0.366972477,2
0.548387097,0.435483871,0.016129031999999998,1
0.407563025,0.298319328,0.294117647,2
0.456896552,0.413793103,0.129310345,1
0.322033898,0.491525424,0.186440678,1
0.7945205479999999,0.04109589,0.16438356199999998,1
0.557692308,0.23076923100000002,0.21153846199999998,1
0.47191011200000005,0.12921348300000002,0.39887640399999996,2
0.729508197,0.213114754,0.057377049000000006,1
0.524324324,0.227027027,0.24864864899999997,1
0.134782609,0.434782609,0.430434783,1
0.288793103,0.379310345,0.331896552,1
0.36563876700000003,0.38325991200000004,0.251101322,1
0.24603174600000002,0.126984127,0.6269841270000001,1
0.23809523800000001,0.462585034,0.299319728,1
0.36991869899999996,0.35365853700000005,0.276422764,1
0.156862745,0.362745098,0.48039215700000004,1
0.11711711699999999,0.288288288,0.594594595,3
0.447761194,0.253731343,0.29850746300000003,1
0.42131979700000005,0.36548223399999996,0.21319797,1
0.382352941,0.358823529,0.258823529,3
0.211009174,0.449541284,0.339449541,2
0.8666666670000001,0.0,0.133333333,1
0.28444444399999996,0.41333333299999997,0.302222222,3
0.504273504,0.16239316199999998,0.333333333,1
0.42920354,0.22566371699999999,0.34513274299999996,2
0.471153846,0.115384615,0.41346153799999996,1
0.365853659,0.26016260199999997,0.37398374,2
0.4,0.26,0.34,1
0.448484848,0.115151515,0.436363636,2
0.722689076,0.10924369699999999,0.16806722699999999,2
0.23255814,0.37209302299999997,0.395348837,1
0.15432098800000002,0.37654321,0.46913580200000005,1
0.316455696,0.183544304,0.5,1
0.064220183,0.073394495,0.862385321,2
0.38125,0.58125,0.0375,1
0.661870504,0.165467626,0.17266187100000002,1
0.345528455,0.284552846,0.36991869899999996,2
0.38505747100000004,0.33908046,0.275862069,1
0.427027027,0.4,0.172972973,2
0.434343434,0.060606060999999996,0.505050505,2
0.325581395,0.395348837,0.27906976699999997,2
0.234375,0.234375,0.53125,2
0.36666666700000006,0.544444444,0.088888889,1
0.342281879,0.630872483,0.026845637999999998,1
0.703296703,0.054945055,0.24175824199999998,1
0.138211382,0.138211382,0.7235772359999999,1
0.115384615,0.115384615,0.7692307690000001,2
0.41071428600000004,0.220238095,0.369047619,1
0.356435644,0.148514851,0.495049505,2
0.538461538,0.051282050999999995,0.41025641,1
0.26666666699999997,0.391666667,0.34166666700000003,1
0.26344086,0.24193548399999998,0.494623656,3
0.235294118,0.19607843100000003,0.568627451,2
0.405594406,0.062937063,0.531468531,2
0.0625,0.511363636,0.426136364,3
0.379310345,0.344827586,0.275862069,3
0.320261438,0.640522876,0.039215686,1
0.043103447999999996,0.267241379,0.689655172,3
0.308943089,0.154471545,0.5365853660000001,2
0.488764045,0.21910112399999998,0.29213483100000004,1
0.66,0.32,0.02,1
0.286713287,0.34965035,0.363636364,1
0.43902439,0.329268293,0.231707317,1
0.579617834,0.299363057,0.12101910800000001,2
0.341346154,0.394230769,0.264423077,1
0.253246753,0.188311688,0.558441558,2
0.65625,0.328125,0.015625,1
0.38129496399999996,0.258992806,0.35971223,1
0.36170212799999996,0.420212766,0.21808510600000003,1
0.5,0.090909091,0.409090909,2
0.509090909,0.345454545,0.145454545,1
0.41304347799999996,0.36956521700000006,0.21739130399999998,1
0.666666667,0.14184397199999998,0.191489362,2
0.331125828,0.238410596,0.430463576,2
0.223880597,0.552238806,0.223880597,1
0.22784810100000003,0.436708861,0.335443038,1
0.37575757600000004,0.606060606,0.018181818,1
0.42364532,0.487684729,0.088669951,1
0.039473684,0.302631579,0.657894737,3
0.43005181299999995,0.512953368,0.056994819,2
0.530864198,0.320987654,0.148148148,2
0.205128205,0.333333333,0.46153846200000004,2
0.163265306,0.31292517,0.523809524,1
0.291845494,0.343347639,0.36480686700000003,1
0.35911602200000003,0.17127071800000002,0.46961326,2
0.87628866,0.07216494799999999,0.051546392,1
0.6764705879999999,0.029411765,0.294117647,1
0.38,0.44,0.18,1
0.231292517,0.10204081599999999,0.666666667,1
0.15555555599999998,0.496296296,0.348148148,1
0.16964285699999998,0.044642857,0.7857142859999999,2
0.132596685,0.436464088,0.43093922700000004,3
0.446327684,0.192090395,0.36158192100000003,1
0.038461537999999997,0.37692307700000005,0.584615385,3
0.256198347,0.314049587,0.429752066,3
0.20212766,0.531914894,0.265957447,1
0.441666667,0.5166666670000001,0.041666667000000004,1
0.304597701,0.20689655199999998,0.48850574700000005,1
0.311377246,0.107784431,0.5808383229999999,3
0.3,0.59,0.11,2
0.41322314,0.30165289300000003,0.285123967,3
0.461165049,0.189320388,0.34951456299999994,2
0.552238806,0.179104478,0.268656716,1
0.544827586,0.172413793,0.282758621,2
0.008064515999999999,0.266129032,0.725806452,1
0.325242718,0.359223301,0.315533981,1
0.503759398,0.42105263200000004,0.07518797,1
0.157024793,0.330578512,0.512396694,1
0.27819548899999996,0.616541353,0.10526315800000001,1
0.465608466,0.518518519,0.015873016,1
0.293877551,0.35102040799999995,0.35510204100000003,1
0.275862069,0.613793103,0.110344828,1
0.437209302,0.13488372099999998,0.427906977,1
0.488888889,0.111111111,0.4,2
0.47540983600000003,0.48360655700000005,0.040983607000000005,1
0.560693642,0.23699422,0.20231213899999997,1
0.430555556,0.143518519,0.425925926,1
0.305389222,0.293413174,0.401197605,1
0.342723005,0.46478873200000004,0.19248826300000002,1
0.33974359,0.384615385,0.275641026,1
0.348993289,0.496644295,0.154362416,1
0.20143884899999998,0.26618705,0.532374101,1
0.5,0.24193548399999998,0.258064516,1
0.669172932,0.045112782000000004,0.28571428600000004,1
0.7766990290000001,0.145631068,0.077669903,2
0.28070175399999997,0.399122807,0.320175439,1
0.405405405,0.540540541,0.054054054000000004,1
0.335078534,0.42931937200000003,0.23560209399999998,3
0.146551724,0.517241379,0.336206897,2
0.1875,0.7589285709999999,0.053571429000000004,1
0.058510638,0.484042553,0.457446809,2
0.7241379309999999,0.137931034,0.137931034,2
0.122807018,0.549707602,0.32748538,1
0.475308642,0.456790123,0.067901235,2
0.303167421,0.352941176,0.343891403,1
0.488188976,0.086614173,0.42519685,1
0.304347826,0.621118012,0.074534161,3
0.279620853,0.417061611,0.303317536,3
0.06097561,0.41463414600000004,0.524390244,1
0.273333333,0.39333333299999995,0.333333333,1
0.058064516,0.548387097,0.39354838700000006,1
0.370212766,0.412765957,0.21702127699999998,2
0.237623762,0.01980198,0.742574257,2
0.12195122,0.707317073,0.17073170699999998,1
0.4921875,0.40625,0.1015625,2
0.511235955,0.264044944,0.224719101,1
0.780821918,0.219178082,0.0,1
0.28125,0.6875,0.03125,1
0.7475728159999999,0.029126213999999997,0.22330097100000001,2
0.052631579000000005,0.28571428600000004,0.661654135,2
0.20502092100000002,0.380753138,0.41422594100000004,2
0.58041958,0.13986014,0.27972028,2
0.301204819,0.33734939799999997,0.36144578299999996,1
0.30597014899999997,0.440298507,0.253731343,1
0.11428571400000001,0.47619047600000003,0.40952381,1
1.0,0.0,0.0,1
0.331460674,0.539325843,0.12921348300000002,1
0.151041667,0.38541666700000005,0.46354166700000005,1
0.073170732,0.0,0.926829268,2
0.09219858199999999,0.418439716,0.489361702,2
0.333333333,0.505376344,0.161290323,1
0.15606936400000002,0.48554913299999997,0.358381503,1
0.06122449,0.326530612,0.6122448979999999,2
0.144927536,0.463768116,0.39130434799999997,1
0.47272727299999995,0.163636364,0.363636364,1
0.6315789470000001,0.324561404,0.043859649,1
0.6756756759999999,0.22972973,0.094594595,1
0.19117647100000001,0.19117647100000001,0.6176470589999999,2
0.124293785,0.395480226,0.48022598899999996,2
0.320987654,0.34156378600000004,0.33744856,1
0.42718446600000004,0.08737864099999999,0.485436893,2
0.45348837200000003,0.22674418600000001,0.319767442,1
0.6,0.1875,0.2125,1
0.614035088,0.15789473699999998,0.228070175,1
0.491803279,0.387978142,0.120218579,1
0.575163399,0.241830065,0.18300653600000003,1
0.02173913,0.434782609,0.543478261,3
0.23474178399999998,0.36150234700000006,0.403755869,2
0.486486486,0.24864864899999997,0.264864865,1
0.095238095,0.746031746,0.158730159,1
0.537878788,0.181818182,0.28030303,1
0.225,0.091666667,0.683333333,1
0.042553191,0.212765957,0.7446808509999999,2
0.282828283,0.343434343,0.373737374,1
0.159663866,0.781512605,0.058823529000000006,1
0.516949153,0.423728814,0.059322034,1
0.571428571,0.198412698,0.23015873,1
0.401574803,0.511811024,0.086614173,1
0.221105528,0.33668341700000004,0.442211055,3
0.552631579,0.348684211,0.098684211,3
0.387665198,0.39647577100000003,0.215859031,1
0.382513661,0.546448087,0.071038251,1
0.268041237,0.48453608200000003,0.24742268,3
0.275,0.5875,0.1375,1
0.21052631600000002,0.282894737,0.5065789470000001,2
0.44196428600000004,0.23660714300000002,0.321428571,1
0.410810811,0.389189189,0.2,1
0.205128205,0.141025641,0.653846154,3
0.248587571,0.485875706,0.26553672300000003,3
0.40740740700000005,0.444444444,0.148148148,3
0.041916168,0.35928143700000004,0.598802395,1
0.724489796,0.030612245,0.244897959,1
0.494252874,0.137931034,0.36781609200000004,2
0.262096774,0.342741935,0.39516129,2
0.255230126,0.326359833,0.41841004200000004,3
0.42180094799999995,0.469194313,0.109004739,1
0.243243243,0.603603604,0.15315315300000001,1
0.201923077,0.480769231,0.317307692,3
0.102564103,0.307692308,0.58974359,1
0.629310345,0.344827586,0.025862068999999998,1
0.24822695,0.588652482,0.163120567,1
0.581560284,0.39007092200000004,0.028368794,1
0.342105263,0.18947368399999998,0.468421053,3
0.632,0.128,0.24,1
0.494047619,0.023809524,0.48214285700000004,2
0.066666667,0.444444444,0.488888889,2
0.33846153799999995,0.36923076899999996,0.292307692,3
0.409090909,0.022727273,0.568181818,3
0.230088496,0.10619469,0.6637168139999999,2
0.549382716,0.222222222,0.22839506199999998,1
0.051428571,0.37714285700000005,0.571428571,1
0.35172413799999996,0.6,0.048275862,1
0.168141593,0.433628319,0.398230088,1
0.041666667000000004,0.4,0.558333333,3
0.330578512,0.58677686,0.082644628,3
0.637795276,0.283464567,0.078740157,1
0.190217391,0.47826087,0.331521739,3
0.39743589700000004,0.341880342,0.260683761,1
0.497109827,0.24855491300000002,0.25433526,1
0.398190045,0.262443439,0.339366516,1
0.31868131899999996,0.340659341,0.340659341,1
0.5352941179999999,0.011764706000000002,0.452941176,1
0.343629344,0.37837837799999996,0.277992278,1
0.23478260899999998,0.430434783,0.334782609,1
0.172774869,0.361256545,0.465968586,2
0.512820513,0.005128205,0.482051282,1
0.179310345,0.675862069,0.144827586,1
0.323529412,0.5,0.176470588,1
0.36470588200000004,0.382352941,0.252941176,1
0.305418719,0.216748768,0.47783251200000004,2
0.568965517,0.30172413800000003,0.129310345,1
0.11398963699999999,0.43523316100000004,0.45077720200000004,2
0.24822695,0.08510638300000001,0.666666667,1
0.31578947399999996,0.6,0.084210526,1
0.26553672300000003,0.22598870100000001,0.508474576,1
0.453038674,0.325966851,0.220994475,1
0.613924051,0.14556962,0.240506329,1
0.359375,0.5234375,0.1171875,1
0.22535211300000002,0.309859155,0.46478873200000004,3
0.28313253,0.409638554,0.307228916,1
0.37295082,0.397540984,0.229508197,2
0.192857143,0.685714286,0.121428571,1
0.21590909100000003,0.159090909,0.625,1
0.058823529000000006,0.445378151,0.495798319,1
0.517241379,0.15862069,0.324137931,1
0.319148936,0.0,0.6808510640000001,1
0.326530612,0.06122449,0.6122448979999999,2
0.060240964,0.44578313299999994,0.49397590399999997,3
0.303964758,0.36123348,0.334801762,1
0.515463918,0.39175257700000005,0.092783505,1
0.490909091,0.363636364,0.145454545,1
0.47596153799999996,0.365384615,0.158653846,1
0.023255814,0.424418605,0.5523255810000001,1
0.056603774,0.801886792,0.14150943400000002,1
0.528089888,0.23033707899999997,0.241573034,2
0.35483871,0.032258065,0.612903226,2
0.1,0.177777778,0.7222222220000001,1
0.30069930100000003,0.47552447600000003,0.223776224,1
0.12962963,0.439814815,0.430555556,1
0.18633540399999998,0.51552795,0.298136646,2
0.109589041,0.849315068,0.04109589,1
0.304878049,0.682926829,0.012195122,1
0.25925925899999996,0.240740741,0.5,1
0.290816327,0.28571428600000004,0.42346938799999995,1
0.452513966,0.379888268,0.167597765,1
0.09677419400000001,0.419354839,0.48387096799999996,1
0.686956522,0.21739130399999998,0.095652174,1
0.035087718999999996,0.728070175,0.236842105,1
0.358381503,0.12138728300000001,0.5202312139999999,2
0.19642857100000002,0.535714286,0.267857143,2
0.319444444,0.5,0.180555556,1
0.376190476,0.147619048,0.47619047600000003,1
0.352941176,0.576470588,0.070588235,1
0.349593496,0.365853659,0.284552846,1
0.008849558,0.513274336,0.477876106,1
0.288135593,0.502824859,0.20903954800000002,1
0.251937984,0.37209302299999997,0.37596899200000006,1
0.5414012739999999,0.012738853999999999,0.44585987299999996,1
0.26553672300000003,0.40112994399999996,0.333333333,1
0.23255814,0.620155039,0.14728682199999998,1
0.592592593,0.135802469,0.271604938,1
0.173076923,0.028846154,0.798076923,2
0.088888889,0.288888889,0.622222222,1
0.19760479,0.556886228,0.245508982,1
0.34057971,0.608695652,0.050724637999999996,1
0.048951049,0.538461538,0.41258741299999996,1
0.28901734100000004,0.36416185,0.346820809,3
0.3046875,0.3515625,0.34375,2
0.411214953,0.373831776,0.214953271,2
0.48181818200000004,0.354545455,0.163636364,1
0.349593496,0.528455285,0.12195122,1
0.13725490199999998,0.303921569,0.558823529,1
0.112903226,0.510752688,0.376344086,2
0.666666667,0.176470588,0.156862745,1
0.465968586,0.49738219899999997,0.036649215,1
0.177777778,0.637037037,0.185185185,1
0.41304347799999996,0.375,0.21195652199999998,1
0.070588235,0.329411765,0.6,1
0.265306122,0.326530612,0.408163265,1
0.513513514,0.135135135,0.35135135100000003,2
0.5347222220000001,0.256944444,0.208333333,1
0.12222222199999999,0.088888889,0.7888888890000001,1
0.010526316,0.526315789,0.463157895,1
0.15,0.2,0.65,1
0.173652695,0.413173653,0.413173653,2
0.543624161,0.08724832199999999,0.369127517,1
0.378151261,0.407563025,0.214285714,1
0.486486486,0.10810810800000001,0.405405405,2
0.286384977,0.46478873200000004,0.248826291,3
0.362637363,0.131868132,0.505494505,1
0.526315789,0.15789473699999998,0.31578947399999996,2
0.477777778,0.288888889,0.233333333,2
0.408163265,0.09693877599999999,0.494897959,1
0.385542169,0.5783132529999999,0.036144578,1
0.431654676,0.48920863299999995,0.079136691,1
0.398104265,0.43601895700000004,0.165876777,2
0.568181818,0.159090909,0.272727273,1
0.453703704,0.148148148,0.398148148,3
0.308219178,0.047945205,0.643835616,2
0.152542373,0.6779661020000001,0.169491525,1
0.35862069,0.33793103399999996,0.303448276,1
0.268907563,0.56302521,0.16806722699999999,1
0.129310345,0.629310345,0.24137931,1
0.452380952,0.271428571,0.276190476,1
0.251461988,0.538011696,0.21052631600000002,1
0.432989691,0.5103092779999999,0.056701031,1
0.65,0.21666666699999998,0.133333333,1
0.595959596,0.01010101,0.393939394,1
0.237179487,0.58974359,0.173076923,1
0.345454545,0.418181818,0.23636363600000002,1
0.474074074,0.444444444,0.081481481,1
0.246153846,0.015384615,0.7384615379999999,2
0.25179856100000003,0.33812949600000003,0.410071942,1
0.40314136100000003,0.29842931899999997,0.29842931899999997,1
0.191919192,0.47979798,0.328282828,2
0.061068702,0.610687023,0.328244275,1
0.395939086,0.172588832,0.431472081,3
0.538461538,0.23668639100000002,0.22485207100000001,1
0.413580247,0.037037037,0.549382716,2
0.14772727300000002,0.602272727,0.25,2
0.26666666699999997,0.418181818,0.315151515,1
0.1875,0.35,0.4625,2
0.381188119,0.163366337,0.455445545,2
0.415204678,0.245614035,0.33918128700000005,1
0.050955414000000004,0.452229299,0.49681528700000005,3
0.131578947,0.289473684,0.578947368,3
0.560283688,0.36170212799999996,0.078014184,1
0.281553398,0.106796117,0.611650485,2
0.336842105,0.494736842,0.16842105300000001,1
0.327272727,0.645454545,0.027272727000000004,1
0.312101911,0.26751592399999996,0.420382166,1
0.677419355,0.0,0.322580645,1
0.24137931,0.534482759,0.224137931,1
0.44148936200000005,0.25,0.308510638,1
0.48598130799999995,0.392523364,0.12149532699999999,1
0.428571429,0.23502304100000002,0.33640553,1
0.333333333,0.538461538,0.128205128,1
0.349282297,0.28708134,0.363636364,1
0.186602871,0.435406699,0.377990431,1
