User ID;Category 1;Category 2;Category 3;Category 4;Category 5;Category 6;Category 7;Category 8;Category 9;Category 10
User 197;0.7;1.Nis;Oca.41;0.31;0.62;1.May;Mar.18;Þub.65;Oca.31;3.Nis
User 198;Oca.28;0.68;2.Haz;0.38;Oca.58;Þub.48;Mar.19;Þub.74;Oca.57;2.May
User 199;0.64;Oca.48;0.99;0.31;0.64;1.Mar;Mar.18;3.Oca;Oca.57;Mar.26
User 200;Oca.25;Þub.16;0.22;Oca.79;0.9;Oca.76;Mar.18;Þub.77;1.Tem;2.Nis
User 201;1.Haz;Oca.28;2.May;0.62;Oca.66;3.Þub;Mar.19;Þub.89;Oca.79;Þub.78
User 202;1.Ara;Oca.56;0.38;0.55;0.66;2.Oca;Mar.18;Þub.85;Oca.73;Þub.96
User 203;0.7;0.92;Þub.77;0.54;0.98;Oca.58;3.Þub;Þub.74;Oca.47;Þub.34
User 204;1.Haz;1.Ara;0.22;0.39;0.7;Oca.46;Mar.18;Þub.91;Oca.82;Þub.82
User 205;0.83;0.88;0.82;0.42;0.62;Oca.74;Mar.18;Þub.93;1.Þub;2.Tem
User 206;0.99;2.Aðu;0.27;0.33;0.14;0.82;Mar.18;Þub.73;Oca.38;Þub.78
User 207;0.99;Oca.28;0.19;0.27;0.54;Þub.22;Mar.18;Þub.71;Oca.73;Þub.62
User 208;0.8;0.84;0.24;0.5;0.56;Oca.44;Mar.18;Þub.94;Oca.89;Þub.94
User 209;0.77;0.88;Oca.71;0.48;0.7;1.Aðu;Mar.18;Þub.54;Oca.15;Þub.58
User 210;1.Haz;1.Ara;0.98;0.21;1.Oca;Oca.38;Mar.17;Þub.88;1.Þub;Mar.26
User 211;0.54;Oca.44;Oca.31;0.32;Oca.18;Oca.48;Mar.18;Þub.79;Oca.31;3.Mar
User 212;0.93;Oca.36;Oca.94;0.34;0.9;Þub.36;Mar.19;Þub.78;1.May;Þub.82
User 213;0.83;2.Nis;0.42;0.51;0.7;2.Ara;Mar.18;Þub.66;1.Haz;Þub.98
User 214;0.51;Oca.32;0.24;0.38;0.42;1.Mar;Mar.18;Þub.79;Oca.34;Þub.58
User 215;0.61;Oca.56;0.16;0.37;0.38;0.94;Mar.17;Þub.94;Oca.22;Mar.46
User 216;0.7;Oca.28;Oca.66;0.49;Oca.68;Þub.68;Mar.19;Þub.77;1.Tem;Þub.54
User 217;0.61;Oca.52;0.18;0.26;0.8;1.Nis;Mar.17;Þub.77;Oca.22;3.Nis
User 218;0.9;1.Þub;0.5;0.45;0.64;Oca.54;Mar.18;Þub.71;Oca.38;2.Mar
User 219;1.Þub;0.72;1.Þub;0.47;1.Eyl;Þub.98;Mar.18;Þub.79;Oca.31;Þub.38
User 220;0.9;0.88;2.May;0.45;Oca.36;2;Mar.18;Þub.87;Oca.38;Þub.86
User 221;0.77;1.Aðu;0.29;0.58;Oca.38;Þub.54;Mar.18;Þub.87;1.Haz;Þub.88
User 222;Oca.25;1.Ara;Oca.47;0.41;0.26;Oca.22;Mar.18;Þub.73;1.Ara;Mar.22
User 223;Oca.15;Þub.32;2.Nis;0.5;1.Ara;Oca.54;Mar.19;2.Aðu;Oca.63;2.Nis
User 224;0.93;Oca.32;0.14;0.47;0.54;Oca.56;Mar.17;Þub.86;1.Haz;3.Nis
User 225;0.61;1.Þub;2.May;0.61;1.Mar;3.Haz;Mar.19;Þub.79;Oca.57;Þub.42
User 226;1.Þub;Oca.96;0.27;0.35;Oca.18;Oca.46;Mar.17;Þub.73;Oca.47;Mar.34
User 227;0.9;Þub.24;0.27;Oca.78;1.Mar;Oca.42;Mar.18;Þub.75;Oca.18;Þub.46
User 228;0.67;1.Þub;Oca.39;0.41;Oca.26;1.Tem;Mar.18;Þub.82;Oca.25;Þub.82
User 229;0.54;Þub.96;0.58;0.57;0.78;1.Tem;Mar.18;Þub.91;Oca.28;3.Mar
User 230;0.61;1.Nis;Oca.98;0.55;Oca.34;Oca.96;Mar.19;Þub.94;Oca.15;Þub.38
User 231;0.61;1;0.22;0.58;1.Oca;Oca.42;Mar.18;Mar.14;2.Kas;2.Aðu
User 232;0.58;Oca.44;2.Oca;0.64;Oca.92;Þub.18;3.Þub;3.Nis;1.Ara;Þub.42
User 233;0.83;Oca.96;0.51;0.31;0.74;Oca.16;Mar.18;2.Tem;1.Þub;3.Þub
User 234;0.48;Oca.96;0.24;0.35;0.46;Oca.62;Mar.18;2.Tem;Oca.28;Þub.74
User 235;0.61;0.84;0.15;0.38;Þub.38;2.Ara;Mar.18;Þub.97;Oca.34;Þub.14
User 236;0.34;Oca.16;0.18;0.4;Oca.18;Oca.86;Mar.18;Þub.82;Oca.76;Þub.86
User 237;Oca.41;1.Aðu;Oca.34;0.65;1.Haz;Þub.14;Mar.18;Þub.81;Oca.15;Mar.14
User 238;0.58;Oca.84;0.22;0.73;0.98;Þub.14;Mar.18;Þub.99;Oca.44;Þub.96
User 239;0.96;0.88;1.Þub;0.64;Oca.18;Þub.24;Mar.18;Þub.78;1.Ara;2.Tem
User 240;2.Aðu;0.48;0.18;0.15;0.1;0.14;Mar.18;Þub.95;Oca.15;3.Haz
User 241;0.7;0.92;Þub.77;0.54;0.98;Oca.58;3.Þub;Þub.74;Oca.47;Þub.34
User 242;Oca.25;Þub.48;Oca.76;0.54;Oca.76;Þub.38;Mar.19;Þub.81;1.Haz;Þub.32
User 243;0.74;1.Haz;1.Þub;0.56;0.32;1.Þub;Mar.19;Þub.72;Þub.69;Þub.58
User 244;0.74;Oca.84;1.Þub;0.41;0.46;Oca.14;Mar.18;Þub.75;2.May;3.Ara
User 245;0.83;Oca.56;0.22;0.23;0.32;0.88;Mar.17;Þub.89;2.Nis;3.Þub
User 246;0.64;1.Þub;0.98;0.42;0.82;1.Haz;Mar.18;Þub.88;Oca.63;Þub.88
User 247;Oca.33;0.52;0.22;0.46;0.3;0.86;Mar.18;Þub.93;Oca.66;2.Aðu
User 248;1.May;Oca.96;2.Aðu;Þub.73;1.Ara;Þub.94;3.Þub;Þub.63;Oca.63;Þub.46
User 249;0.96;0.64;0.67;0.33;0.98;Oca.34;Mar.17;Þub.94;Oca.15;Mar.14
User 250;0.34;Oca.16;0.18;0.4;Oca.18;Oca.86;Mar.18;Þub.82;Oca.76;Þub.86
User 251;0.51;1;Oca.57;0.56;Oca.58;Oca.82;Mar.18;Þub.81;Oca.22;Þub.66
User 252;0.67;Oca.16;0.26;0.39;0.78;Oca.58;Mar.18;Þub.94;1.Haz;Þub.94
User 253;0.51;Oca.28;2;0.4;0.48;2.Aðu;Mar.19;Þub.56;Oca.15;2.Nis
User 254;0.58;1.Þub;2.May;0.71;0.5;Þub.28;Mar.19;Þub.66;Oca.66;2.Nis
User 255;0.61;2.Nis;0.64;0.42;0.16;Oca.62;Mar.18;Þub.59;Oca.89;Þub.78
User 256;1.Eyl;Oca.76;0.67;0.54;Oca.36;Oca.92;Mar.17;Þub.67;Þub.43;Mar.28
User 257;0.9;0.88;0.29;0.39;0.86;Oca.54;Mar.17;Þub.98;Oca.41;Mar.36
User 258;0.93;Oca.96;0.22;Oca.62;Oca.38;Oca.98;Mar.18;Þub.74;Oca.57;2.Nis
User 259;Þub.22;0.24;1.Eyl;0.48;0.24;1.Ara;Mar.18;3.Haz;Oca.41;Þub.72
User 260;0.61;Oca.32;Oca.62;0.72;Oca.68;Oca.78;Mar.18;Þub.54;Oca.31;Þub.42
User 261;0.77;0.72;1.Tem;0.53;0.88;Þub.14;Mar.19;Þub.85;Oca.79;Þub.62
User 262;0.96;Oca.44;1.Eyl;0.63;Oca.18;3.Ara;Mar.19;3.Oca;2.May;Þub.72
User 263;Oca.58;0.88;0.29;0.53;0.82;Oca.86;Mar.18;3.Þub;Oca.73;Þub.78
User 264;0.61;Oca.72;Oca.74;0.51;Oca.42;2.Haz;Mar.19;Mar.13;Þub.46;Þub.78
User 265;1.Haz;1.Þub;0.48;0.41;0.8;Oca.66;Mar.17;Þub.94;Oca.28;3.May
User 266;Oca.22;Oca.36;Oca.33;0.59;Oca.18;Þub.24;Mar.19;Þub.77;Oca.66;Þub.46
User 267;1.Ara;Oca.16;2.Mar;0.5;Oca.44;Þub.36;3.Þub;Þub.82;Oca.86;Þub.38
User 268;1.Eyl;Oca.96;Oca.17;0.59;0.8;Oca.94;Mar.19;Þub.82;Oca.95;Þub.72
User 269;0.45;1.Nis;0.22;0.45;0.64;1.Tem;Mar.18;Þub.64;Þub.18;Þub.78
User 270;0.77;Oca.52;Oca.28;0.48;1.May;2.May;Mar.18;Þub.86;Oca.47;Þub.46
User 271;0.8;Oca.64;0.29;0.42;Oca.38;2.Þub;Mar.17;Þub.93;Oca.25;Mar.26
User 272;0.58;Oca.28;Oca.15;0.54;0.46;Oca.46;Mar.18;3.Nis;Oca.41;Þub.78
User 273;0.7;1.Ara;Oca.92;0.64;Oca.82;1.Eyl;Mar.19;Þub.66;0.96;Þub.46
User 274;0.77;1.Haz;Þub.86;0.56;Oca.34;Þub.46;3.Þub;Þub.97;Oca.34;Þub.56
User 275;Oca.15;Oca.76;Oca.33;Þub.91;0.74;1.Eyl;Mar.18;Þub.78;Oca.38;Þub.72
User 276;0.93;1;0.22;0.38;0.8;Oca.52;Mar.16;Þub.74;Oca.38;Mar.52
User 277;0.83;Oca.68;Oca.55;0.5;0.8;Oca.86;Mar.18;Þub.82;1.May;Þub.42
User 278;0.83;Oca.24;0.38;0.49;Oca.54;Þub.38;Mar.18;3.Nis;Þub.18;Þub.82
User 279;1.Ara;Oca.56;0.14;0.48;0.4;0.82;Mar.18;Þub.63;0.9;Þub.78
User 280;0.99;0.36;0.22;0.46;1.May;Oca.94;Mar.18;Þub.83;Oca.47;Þub.66
User 281;Oca.15;Oca.28;Oca.68;0.51;0.94;1.Aðu;Mar.18;Þub.74;1.Haz;3.Oca
User 282;0.51;1.Þub;1.Tem;0.49;Oca.14;2.Nis;Mar.18;Mar.22;Oca.47;Þub.82
User 283;0.58;Oca.84;Þub.18;0.59;1.Þub;Oca.58;Mar.19;2.Aðu;1.Haz;Þub.66
User 284;0.74;Oca.28;Oca.36;0.66;Oca.26;Þub.48;Mar.18;Þub.83;Oca.28;Þub.64
User 285;0.9;Oca.52;0.32;0.59;0.62;2.Aðu;Mar.17;Þub.78;Oca.66;Þub.96
User 286;0.51;Oca.44;0.26;0.48;0.34;0.82;Mar.18;Þub.86;Oca.73;Þub.88
User 287;0.93;Oca.76;0.58;Þub.25;2;Þub.44;Mar.18;Þub.67;Oca.22;Þub.42
User 288;0.77;Oca.96;0.93;0.61;0.66;1.Haz;Mar.18;Þub.67;Mar.14;2.Aðu
User 289;Oca.18;1.Þub;0.99;0.46;1.Mar;Oca.86;Mar.17;Þub.82;0.86;Mar.62
User 290;0.96;Oca.32;0.56;0.42;0.98;2.Haz;Mar.17;Þub.82;Oca.18;3.Mar
User 291;1.Eyl;1.Ara;Þub.35;0.54;1.Mar;Þub.64;Mar.19;Þub.87;Oca.47;Þub.54
User 292;1.Eyl;Oca.16;0.35;0.41;0.66;Oca.34;Mar.17;Þub.72;Oca.41;Mar.14
User 293;0.67;Oca.52;0.35;0.3;1.Haz;Oca.38;Mar.18;Þub.89;Oca.28;Þub.96
User 294;0.77;0.76;0.8;0.49;0.46;Oca.34;Mar.18;Mar.26;Oca.82;Þub.66
User 295;0.58;1.Þub;0.18;0.38;0.54;0.76;Mar.17;Þub.69;Oca.63;Þub.94
User 296;0.67;0.84;0.82;1.Kas;0.56;1.Nis;Mar.18;Þub.73;Oca.47;Þub.56
User 297;0.7;Oca.28;0.26;0.51;1.Haz;1.Haz;Mar.18;Þub.65;Oca.41;2.Aðu
User 298;0.77;Oca.16;Oca.62;0.57;0.56;1.Nis;Mar.18;Þub.78;1.Ara;Þub.54
User 299;Oca.79;0.88;Oca.42;0.39;0.72;Oca.78;Mar.19;Þub.85;Oca.63;Þub.42
User 300;0.8;Oca.92;0.35;0.48;0.74;Þub.18;Mar.19;Þub.83;Oca.89;Þub.58
User 301;0.61;1.Ara;0.22;0.53;0.58;1.Þub;Mar.17;Þub.82;Oca.63;3.Ara
User 302;0.42;Oca.16;Þub.22;0.64;0.88;Oca.26;Mar.19;Þub.82;Oca.25;2.May
User 303;0.74;0.96;Þub.27;0.61;0.5;Oca.26;Mar.19;Þub.82;1.Haz;Þub.56
User 304;0.61;1.Nis;0.27;0.41;0.88;Oca.34;Mar.18;Þub.86;Oca.73;Þub.88
User 305;1.Þub;1.Nis;Oca.97;0.5;0.64;Þub.74;Mar.18;Þub.77;Oca.86;Þub.64
User 306;0.83;Oca.64;0.35;0.56;0.78;Oca.48;Mar.18;Þub.63;Oca.41;Þub.66
User 307;1.Þub;Oca.28;0.77;0.47;1.Haz;Þub.48;Mar.18;Þub.86;Oca.73;Þub.94
User 308;0.7;Oca.48;Þub.43;0.58;Oca.82;Þub.38;3.Þub;3.Þub;Þub.72;Þub.48
User 309;Oca.55;0;0.24;0.74;0.22;Oca.38;Mar.18;Mar.22;Oca.28;Þub.58
User 310;0.51;1.Þub;Þub.19;0.64;0.88;Þub.24;Mar.19;Þub.58;Oca.41;Þub.32
User 311;0.51;Oca.76;0.22;0.49;0.66;Oca.46;Mar.18;Þub.77;2.Nis;Þub.74
User 312;0.54;Oca.52;0.24;0.37;0.74;1.May;Mar.18;Þub.89;Oca.76;3.Nis
User 313;0.38;Oca.16;Oca.65;0.45;1.Oca;1.Mar;Mar.18;Þub.83;Oca.22;Þub.62
User 314;0.77;Oca.48;Oca.19;0.49;Oca.58;2.May;Mar.18;Þub.85;1.Haz;2.May
User 315;0.58;1.Aðu;0.7;0.53;Oca.52;Þub.22;Mar.18;Þub.78;Oca.98;Þub.98
User 316;1.Eyl;0.76;0.93;0.47;0.58;Oca.94;Mar.18;2.Aðu;2.Þub;Þub.64
User 317;0.96;Oca.32;2.May;0.47;1.Haz;Þub.24;Mar.19;Þub.75;Oca.79;Þub.62
User 318;0.67;Oca.28;0.14;0.43;1.Þub;Oca.62;Mar.17;Þub.88;Oca.47;Þub.82
User 319;0.74;1;Þub.77;0.53;0.4;Oca.46;Mar.19;2.Aðu;Oca.34;Þub.46
User 320;0.93;1.Þub;0.18;0.25;0.54;Oca.46;Mar.16;Þub.97;Oca.22;Mar.42
User 321;1.Þub;1;0.27;0.39;0.98;Oca.82;Mar.18;3.Eyl;1.Haz;Þub.88
User 322;1.Eyl;1;0.77;0.43;0.42;Oca.62;Mar.18;Þub.98;Þub.27;Mar.36
User 323;Mar.22;Oca.84;0.22;0.53;0.9;Þub.46;Mar.19;Þub.69;Oca.57;Þub.72
User 324;0.48;Oca.16;0.21;0.33;0.26;0.86;Mar.18;Þub.98;Oca.25;2.Tem
User 325;0.45;1.Þub;0.86;0.51;0.7;1.Nis;Mar.18;Þub.95;Oca.44;Þub.48
User 326;0.96;0.88;Oca.63;0.56;Oca.52;Þub.54;Mar.19;Þub.74;Oca.28;Þub.48
User 327;0.54;1.Haz;Þub.33;0.54;Oca.26;2.Aðu;3.Þub;Þub.97;2.May;Þub.42
User 328;0.86;Oca.72;1.Þub;0.56;Oca.74;Mar.24;Mar.18;Þub.78;1.May;2.Nis
User 329;Oca.41;Oca.96;Oca.23;0.51;0.42;Þub.26;Mar.18;Þub.77;Oca.18;Þub.32
User 330;0.8;Oca.16;1.Þub;0.56;1.Þub;2.Oca;Mar.19;3.May;Oca.22;Þub.56
User 331;0.74;Oca.44;0.24;0.34;Oca.98;Oca.62;Mar.17;Þub.88;Mar.17;Mar.22
User 332;0.67;Oca.36;1.Eyl;0.45;Oca.46;Oca.86;Mar.18;Þub.69;0.99;Þub.74
User 333;Oca.47;0.72;0.53;0.62;0.48;1.Eyl;Mar.18;Þub.78;Oca.63;Þub.88
User 334;0.7;0.76;0.18;0.73;0.96;Þub.54;Mar.18;Þub.71;1.Haz;Þub.54
User 335;0.74;Oca.84;0.16;0.62;0.24;0.96;Mar.18;Þub.62;Oca.57;Þub.42
User 336;0.74;1.Aðu;Oca.57;0.63;Oca.98;Oca.78;Mar.18;Þub.81;Oca.28;Þub.72
User 337;0.48;Oca.88;Oca.82;0.4;1.Mar;1.Tem;Mar.18;2.Tem;1.Eyl;2.Aðu
User 338;0.38;Oca.32;0.46;0.5;0.56;0.98;Mar.17;Þub.82;1.Þub;Mar.44
User 339;0.77;Oca.36;0.43;0.54;Oca.72;Þub.91;Mar.18;Þub.94;Oca.86;Þub.58
User 340;Oca.57;Oca.28;0.83;0.49;0.48;Oca.38;Mar.18;Þub.88;Oca.44;Þub.86
User 341;0.77;2.Þub;1.Mar;0.46;Oca.78;Þub.88;Mar.18;Þub.88;1.Haz;Þub.46
User 342;0.64;Oca.52;Oca.89;0.63;Oca.36;Þub.26;3.Þub;Þub.97;Þub.62;Þub.38
User 343;0.99;Oca.52;Oca.68;0.35;Oca.42;Oca.86;Mar.18;Þub.97;Oca.47;3.Ara
User 344;Oca.25;Oca.24;2.Mar;0.49;0.74;Þub.16;3.Þub;Þub.82;Oca.73;Þub.42
User 345;0.7;0.96;0.74;0.5;1.Nis;2.Ara;Mar.18;Þub.66;0.9;3.Haz
User 346;0.58;1.Þub;0.16;0.35;0.62;0.98;Mar.17;Þub.87;Oca.66;3.Þub
User 347;0.93;Oca.88;0.48;0.59;Oca.26;Oca.94;Mar.18;Þub.93;2.Nis;Þub.66
User 348;0.54;Oca.32;0.96;0.41;0.8;Oca.48;Mar.18;Þub.95;Oca.86;2.Tem
User 349;0.67;1.Aðu;2.Eyl;0.48;1.Oca;Oca.94;3.Þub;Þub.94;Oca.15;Þub.32
User 350;0.8;1.Ara;2.Mar;0.63;Oca.46;Þub.74;Mar.19;Þub.78;Oca.22;2.Nis
User 351;Oca.57;0.92;1.Haz;0.39;0.16;2.Oca;Mar.18;Þub.71;Oca.54;Þub.98
User 352;0.99;1.Ara;0.24;0.42;0.32;Oca.58;Mar.18;Þub.95;Oca.63;Þub.78
User 353;Oca.18;0.88;Oca.33;0.29;0.96;Þub.88;Mar.19;Þub.96;Oca.92;Þub.56
User 354;0.58;0.88;0.88;0.42;0.26;Oca.14;Mar.18;3.Tem;Oca.41;Mar.26
User 355;0.83;Oca.48;0.88;0.29;0.82;1.Nis;Mar.17;Þub.72;1.Haz;Mar.36
User 356;0.86;1.Nis;0.56;0.81;0.7;0.92;Mar.17;Þub.75;Oca.22;3.Haz
User 357;0.54;Oca.36;0.24;1.Nis;1.Ara;1.Aðu;Mar.18;Þub.89;Oca.57;Þub.56
User 358;1.Eyl;Oca.36;2.Þub;0.55;0.18;0.54;Mar.18;Þub.83;Oca.28;3.Ara
User 359;0.67;0.96;0.37;0.54;1.Haz;Þub.52;Mar.18;Mar.25;2.Mar;2.Tem
User 360;Oca.76;1.Þub;1.Mar;0.3;0.38;0.94;Mar.18;Þub.62;Oca.15;Mar.14
User 361;0.58;Oca.48;0.19;0.56;0.16;Oca.26;Mar.18;Þub.82;Oca.66;2.Tem
User 362;1.Eyl;1.Haz;1.Mar;0.53;Oca.82;Þub.26;Mar.18;2.Aðu;1.Haz;Þub.54
User 363;0.99;2;Þub.13;0.64;Oca.82;2.Haz;Mar.19;Þub.67;1.May;Þub.46
User 364;0.83;Oca.16;0.16;0.37;0.72;Oca.28;Mar.17;3.Oca;Oca.41;Mar.28
User 365;0.46;Oca.96;0.86;0.55;Oca.44;Þub.18;Mar.18;Mar.17;Oca.41;Þub.88
User 366;1.Ara;2.Ara;Oca.62;0.61;0.98;2.Þub;Mar.19;Þub.73;Oca.28;2.May
User 367;Oca.31;0.88;0.77;0.59;1.Mar;1.Eyl;Mar.18;Þub.79;Oca.98;Þub.46
User 368;0.74;1;0.22;0.56;Oca.14;Oca.88;Mar.18;3.Nis;Oca.73;Þub.72
User 369;0.93;1;1.Tem;0.45;0.86;1.Haz;Mar.18;Þub.94;1.Eyl;2.Tem
User 370;0.58;1.Þub;0.19;0.53;1.Mar;Þub.66;Mar.18;2.Tem;Oca.22;Þub.48
User 371;1.Þub;0.92;Oca.54;0.3;0.7;Oca.58;Mar.18;Þub.82;1.Tem;Mar.26
User 372;0.35;Oca.36;Þub.25;0.46;1.Oca;Oca.52;Mar.19;Þub.73;Oca.89;Þub.94
User 373;Oca.47;1.Nis;1.Oca;Oca.68;1.Mar;2.Ara;Mar.18;Þub.79;1.May;Þub.66
User 374;Oca.79;1.Nis;Oca.74;0.69;Oca.46;Þub.58;Mar.19;Þub.86;Oca.41;2.May
User 375;0.74;Oca.24;0.72;0.53;1.Ara;Oca.66;Mar.18;Þub.94;2.May;Þub.88
User 376;0.9;Oca.84;Þub.46;0.67;0.86;Þub.36;3.Þub;2.Eyl;Oca.86;2.Nis
User 377;Oca.41;0.96;Oca.94;0.64;Oca.82;2.Aðu;Mar.19;Þub.71;1.Haz;Þub.54
User 378;0.7;Þub.96;0.43;0.5;1.Ara;Oca.92;Mar.17;Þub.94;Oca.31;Mar.26
User 379;0.77;0.96;0.29;0.54;0.78;Oca.22;Mar.18;Þub.94;Oca.38;Þub.64
User 380;0.48;Oca.68;0.27;0.51;1.Mar;2.Haz;Mar.18;Þub.66;Oca.92;Þub.78
User 381;0.67;Oca.48;0.51;0.24;0.54;1.Haz;Mar.17;3.Þub;1.May;3.Þub
User 382;0.64;1.Haz;0.3;0.17;0.54;1.Mar;Mar.17;Þub.99;Oca.76;Mar.22
User 383;0.86;1.Haz;0.19;0.87;1.Ara;Oca.66;Mar.18;Þub.95;1.May;2.Tem
User 384;0.83;2;Oca.82;0.33;0.66;Oca.24;Mar.18;Þub.87;Oca.57;2.Aðu
User 385;0.64;1.Þub;0.14;0.22;0.1;0.38;Mar.17;Þub.85;Oca.15;3.Þub
User 386;0.8;Oca.48;Þub.16;0.69;Oca.38;Þub.56;Mar.19;Þub.66;Oca.41;Þub.42
User 387;0.8;2;Oca.22;0.54;Oca.44;Þub.46;Mar.18;Þub.82;Oca.44;Þub.46
User 388;1.Haz;0.84;0.16;0.61;1.Nis;Oca.98;Mar.18;Þub.78;Oca.44;2.May
User 389;0.8;Oca.48;0.42;0.57;0.64;Oca.76;Mar.18;2.Tem;1.Tem;Þub.98
User 390;0.64;Oca.76;0.16;0.65;0.64;Oca.48;Mar.18;Þub.74;1.Þub;Þub.98
User 391;0.8;Oca.96;Oca.44;0.5;0.82;Þub.46;Mar.19;Þub.97;Oca.57;Þub.66
